Agency,State,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,Year
Vancouver Police Dept,WA,164329.0,385.2,5.5,62.1,112.6,205.1,3923.2,578.1,2816.9,528.2,2011
Ventura Police Dept,CA,107684.0,302.7,0.9,18.6,125.4,157.9,3083.1,610.1,2291.9,181.1,2011
Victorville,CA,117266.0,585.0,5.1,31.6,222.6,325.8,3352.2,1158.9,1778.9,414.4,2011
Virginia Beach Police Dept,VA,443226.0,175.1,3.4,13.5,93.0,65.2,2737.4,459.8,2176.1,101.5,2011
Visalia Police Dept,CA,125905.0,386.0,6.4,31.8,75.5,272.4,4067.4,881.6,2752.9,432.9,2011
City Of Waco Police Dept,TX,127431.0,601.1,8.6,54.9,192.3,345.3,5039.6,1310.5,3604.3,124.8,2011
Warren Police Dept,MI,133955.0,536.7,4.5,54.5,116.5,361.3,2876.3,798.8,1474.4,603.2,2011
Washington Metropolitan Police Dept,DC,617996.0,1130.3,17.5,27.8,607.8,477.2,4581.3,622.8,3256.3,702.1,2011
Waterbury Police Dept,CT,110570.0,324.7,6.3,8.1,165.5,144.7,4134.0,739.8,3008.0,386.2,2011
West Covina Police Dept,CA,107345.0,260.8,0.9,18.6,115.5,125.8,3026.7,490.0,2060.6,476.0,2011
West Jordan Police Dept,UT,105713.0,198.7,0.0,29.3,23.6,145.7,2780.2,383.1,2188.9,208.1,2011
West Palm Beach Police Dept,FL,101281.0,759.3,13.8,47.4,232.0,466.0,5314.9,1336.9,3638.4,339.6,2011
West Valley Police Dept,UT,131979.0,445.5,3.0,58.3,95.5,288.7,4067.3,703.9,2811.8,551.6,2011
Westminster Police Dept,CO,107962.0,226.9,3.7,31.5,44.5,147.3,2596.3,367.7,1923.8,304.7,2011
Wichita Police Dept,KS,384796.0,766.6,6.5,61.9,127.3,571.0,5056.2,1040.8,3521.3,494.0,2011
Wichita Falls Police Dept,TX,106753.0,430.0,0.9,28.1,137.7,263.2,4567.6,1162.5,3183.0,222.0,2011
Wilmington Police Dept,NC,107826.0,614.0,9.3,29.7,235.6,339.4,5293.7,1348.5,3564.1,381.2,2011
Winston-Salem Police Dept,NC,232529.0,673.0,6.0,40.0,190.9,436.1,5966.6,2012.7,3664.9,289.0,2011
Worcester Police Dept,MA,182145.0,988.2,6.0,19.8,225.6,736.8,3336.4,1134.3,1911.1,291.0,2011
Yonkers Police Dept,NY,196857.0,503.9,3.6,17.8,235.2,247.4,1558.5,382.5,1024.6,151.4,2011
Abilene Police Dept,TX,119886.0,393.7,2.5,31.7,105.9,253.6,3664.3,865.0,2656.7,142.6,2012
Akron City Police Dept,OH,198390.0,886.6,12.1,84.2,290.8,499.5,5057.7,1728.4,2965.9,363.4,2012
Albuquerque Police Dept,NM,553684.0,749.7,7.4,50.2,197.2,494.9,5367.3,1205.9,3666.0,495.4,2012
Alexandria Police Dept,VA,145892.0,166.6,0.0,6.2,94.6,65.8,2049.5,192.6,1633.4,223.5,2012
Allentown City Police Dept,PA,119334.0,547.2,12.6,45.3,313.4,176.0,3857.2,1045.8,2503.1,308.4,2012
Amarillo Police Dept,TX,196576.0,650.1,5.1,56.0,141.4,447.7,4527.5,1061.7,3145.9,320.0,2012
Amherst Town Police Dept,NY,117591.0,74.8,0.0,6.0,23.8,45.1,1922.8,182.0,1709.3,31.5,2012
Anaheim Police Dept,CA,344526.0,371.2,4.4,23.8,127.7,215.4,2922.9,465.9,2039.0,418.0,2012
Anchorage Police Dept,AK,299143.0,828.7,5.0,101.3,163.1,559.3,3524.4,387.1,2859.5,277.8,2012
Ann Arbor Police Dept,MI,115008.0,197.4,0.9,30.4,43.5,122.6,2370.3,620.8,1650.3,99.1,2012
Antioch Police Dept,CA,105009.0,1017.1,9.5,27.6,354.3,625.7,4530.1,1658.0,1828.4,1043.7,2012
Arlington Police Dept,TX,379295.0,503.3,4.5,35.6,140.3,323.0,3983.4,934.1,2798.9,250.5,2012
Arvada Police Dept,CO,109029.0,144.9,0.0,20.2,26.6,98.1,2389.3,357.7,1847.2,184.4,2012
Athens-Clarke County Police Department,GA,117457.0,387.4,4.3,40.9,134.5,207.7,3917.2,978.2,2732.9,206.0,2012
Atlanta Police Dept,GA,437041.0,1379.0,19.0,25.9,520.8,813.4,6533.5,1416.8,3938.3,1178.4,2012
Aurora Police Dept,CO,336952.0,425.3,8.6,53.1,143.3,220.2,2985.3,531.5,2187.3,266.5,2012
Aurora Police Dept,IL,199765.0,281.8,0.0,32.5,62.6,186.7,1784.6,472.6,1249.0,63.1,2012
Austin Police Dept,TX,832901.0,408.8,3.7,25.1,117.4,262.6,5219.3,869.7,4071.7,277.9,2012
Bakersfield Police Dept,CA,355696.0,542.3,9.6,16.0,196.0,320.8,4991.3,1404.0,2682.1,905.3,2012
Baltimore City Police Dept,MD,625474.0,1405.2,34.9,50.4,576.4,743.6,4660.3,1242.3,2781.4,636.6,2012
Baton Rouge Police Dept,LA,231500.0,1082.9,28.5,27.6,446.2,580.6,5209.1,1652.7,3348.2,208.2,2012
Beaumont Police Dept,TX,120323.0,1032.2,10.8,63.2,339.1,619.2,4840.3,1519.2,3089.2,231.9,2012
Bellevue Police Dept,WA,126022.0,127.8,1.6,20.6,53.2,52.4,2779.7,543.6,2102.0,134.1,2012
Berkeley Police Dept,CA,114961.0,423.6,4.3,33.9,291.4,93.9,4954.7,844.6,3552.5,557.6,2012
Billings Police Dept,MT,106371.0,347.8,2.8,35.7,63.9,245.4,4523.8,745.5,3391.9,386.4,2012
Birmingham Police Dept,AL,213266.0,1517.8,31.4,71.3,460.9,954.2,6934.1,2205.7,4239.8,488.6,2012
Boise Police Dept,ID,211569.0,268.0,0.5,35.4,30.3,201.8,2524.9,431.5,2019.2,74.2,2012
Boston Police Dept,MA,630648.0,835.0,9.0,39.5,302.9,483.6,2909.5,527.2,2124.8,257.5,2012
Boulder Police Dept,CO,100257.0,248.4,0.0,31.9,47.9,168.6,2929.5,470.8,2331.0,127.7,2012
Bridgeport Police Dept,CT,146030.0,1205.2,15.1,265.7,415.0,509.5,3528.7,943.0,1991.4,594.4,2012
Broken Arrow Police Dept,OK,100688.0,153.9,1.0,32.8,38.7,81.4,2172.1,371.4,1686.4,114.2,2012
Brownsville Police Dept,TX,181102.0,261.2,1.7,21.0,69.0,169.5,4603.5,632.2,3857.5,113.7,2012
Buffalo Police Dept,NY,262434.0,1288.7,18.3,52.6,528.9,688.9,5126.6,1515.0,3189.8,421.8,2012
Burbank Police Dept,CA,105057.0,231.3,1.9,22.8,105.7,100.9,2373.0,364.6,1819.0,189.4,2012
Cambridge Police Dept,MA,106981.0,402.9,0.9,18.7,126.2,257.1,2889.3,469.2,2320.0,100.0,2012
Cape Coral Police Dept,FL,159625.0,143.5,2.5,10.0,25.7,105.2,2205.8,538.8,1595.6,71.4,2012
Carslbad Police Dept,CA,107879.0,245.6,1.9,24.1,51.0,168.7,1955.0,460.7,1356.1,138.1,2012
Carrollton Police Dept,TX,124477.0,144.6,1.6,5.6,60.3,77.1,2742.7,619.4,1894.3,229.0,2012
Cary Police Dept,NC,141016.0,81.6,0.0,7.8,20.6,53.2,1353.7,262.4,1046.7,44.7,2012
Cedar Rapids Police Dept,IA,128401.0,277.3,2.3,33.5,75.5,165.9,3678.3,752.3,2728.2,197.8,2012
Centennial,CO,104022.0,150.9,1.0,38.5,31.7,79.8,1383.4,266.3,1043.0,74.0,2012
Chandler Police Dept,AZ,242721.0,258.7,1.6,26.4,61.4,169.3,2707.2,472.6,2129.2,105.5,2012
Charleston City Police Dept,SC,123856.0,239.0,9.7,15.3,84.0,130.0,2723.3,302.0,2231.6,189.7,2012
Charlotte-Mecklenburg Police Department,NC,808504.0,647.9,6.4,27.6,222.4,391.5,4030.5,959.9,2806.2,264.4,2012
Chattanooga Police Dept,TN,171541.0,996.3,12.8,32.6,285.6,665.1,6086.6,1335.5,4206.0,545.1,2012
Chesapeake Police Dept,VA,227531.0,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,2012
Chicago Police Dept,IL,2708382.0,,18.5,,497.6,453.1,4152.5,839.9,2684.9,627.7,2012
Chula Vista Police Dept,CA,249830.0,232.6,3.2,13.2,90.9,125.3,2033.8,370.7,1262.1,401.1,2012
Cincinnati Police Dept,OH,296204.0,974.7,15.5,63.5,582.4,313.3,6135.3,1851.1,3912.8,371.4,2012
Clarksville Police Dept,TN,137356.0,637.0,7.3,33.5,72.1,524.2,2723.6,710.6,1891.4,121.6,2012
Clearwater Police Dept,FL,109255.0,665.4,2.7,54.0,188.5,420.1,3902.8,841.2,2900.6,161.1,2012
Cleveland,OH,393781.0,1383.8,21.3,92.2,825.8,444.4,6173.2,2473.5,2744.7,955.1,2012
Colorado Springs,CO,432287.0,455.3,4.2,82.8,121.0,247.3,4140.5,842.3,2881.4,416.9,2012
Columbia Police Dept,MO,110646.0,430.2,2.7,37.1,146.4,244.0,3814.9,708.6,2977.1,129.2,2012
Columbia Police Dept,SC,131833.0,790.4,6.1,47.0,255.6,481.7,5469.8,1307.0,3604.6,558.3,2012
Columbus Police Dept,GA,196178.0,506.7,8.7,15.8,215.6,266.6,5742.7,1380.9,3930.6,431.2,2012
Columbus Police Dept,OH,797384.0,,,,,,,,,,2012
Concord Police Dept,CA,125205.0,321.1,0.0,15.2,122.2,183.7,3340.1,662.1,2151.7,526.3,2012
Coral Springs Police Dept,FL,125021.0,183.2,0.8,8.0,62.4,112.0,2255.6,457.5,1678.1,120.0,2012
Corona Police Dept,CA,157342.0,133.5,0.6,10.8,64.8,57.2,2633.1,547.2,1758.0,327.9,2012
Corpus Christi Police Dept,TX,312565.0,658.1,5.1,58.9,120.0,474.1,4498.6,784.5,3572.4,141.7,2012
Costa Mesa Police Dept,CA,112635.0,225.5,3.6,28.4,73.7,119.9,3621.4,593.1,2707.9,320.5,2012
Dallas Police Dept,TX,1241549.0,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,2012
Daly City Police Dept,CA,103311.0,209.1,0.0,8.7,73.6,126.8,1745.2,382.3,1114.1,248.8,2012
Davenport Police Dept,IA,101193.0,596.9,4.0,39.5,149.2,404.2,4039.8,879.5,2877.7,282.6,2012
Dayton,OH,142139.0,973.7,16.9,78.8,445.3,432.7,5899.2,2140.9,3270.7,487.6,2012
Denton Police Dept,TX,118942.0,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,2012
Denver Police Dept,CO,628545.0,615.9,6.2,59.8,185.3,364.5,3713.8,816.0,2313.9,583.9,2012
Des Moines Police Dept,IA,207400.0,527.5,3.4,48.2,120.5,355.4,4922.9,1212.2,3333.7,377.0,2012
Detroit Police Dept,MI,707096.0,2122.9,54.6,62.4,684.9,1321.0,5792.1,1907.5,2258.3,1626.4,2012
Downey Police Dept,CA,113628.0,335.3,5.3,17.6,167.2,145.2,3112.8,589.6,1679.2,844.0,2012
Durham Police Dept,NC,235563.0,725.9,8.9,26.7,261.1,429.2,4363.6,1394.1,2670.6,298.9,2012
Edison Twp Police Dept,NJ,101007.0,120.8,0.0,8.9,58.4,53.5,1466.2,337.6,1018.7,109.9,2012
El Cajon Police Dept,CA,101864.0,358.3,2.0,23.6,144.3,188.5,2369.8,484.0,1499.1,386.8,2012
El Monte Police Dept,CA,115356.0,342.4,3.5,12.1,176.0,150.8,1933.1,495.0,937.1,501.1,2012
El Paso Police Dept,TX,675536.0,423.2,3.4,27.2,69.7,322.9,2429.3,270.3,1987.3,171.7,2012
Elgin Police Dept,IL,109155.0,235.4,1.8,61.4,69.6,102.6,1815.8,327.1,1416.3,72.4,2012
Elizabeth Police Dept,NJ,126281.0,797.4,11.1,29.3,423.7,333.4,3445.5,781.6,1739.8,924.1,2012
Erie Police Dept,PA,101972.0,449.1,7.8,62.8,168.7,209.9,3442.1,1073.8,2266.3,102.0,2012
Escondido Police Dept,CA,147386.0,426.1,3.4,25.8,139.8,257.1,2637.3,518.4,1604.6,514.3,2012
Eugene Police Dept,OR,158043.0,272.1,0.0,45.6,124.0,102.5,5064.4,958.6,3830.6,275.2,2012
Evansville Police Dept,IN,118194.0,473.8,6.8,47.4,168.4,251.3,5146.6,957.7,3833.5,355.3,2012
Everett Police Dept,WA,105318.0,456.7,0.9,43.7,172.8,239.3,6092.0,1106.2,4064.8,921.0,2012
Fairfield Police Dept,CA,107110.0,423.9,7.5,28.0,129.8,258.6,3096.8,631.1,2001.7,464.0,2012
Fargo Police Dept,ND,109813.0,358.8,1.8,62.8,41.9,252.2,2581.7,410.7,2029.8,141.1,2012
Fayetteville Police Dept,NC,205966.0,575.8,10.7,34.0,271.9,259.3,6390.9,1995.0,4028.8,367.1,2012
Flint City Police Dept,MI,101632.0,2729.5,62.0,106.3,662.2,1899.0,5554.4,2931.2,2171.6,451.6,2012
Fontana Police Dept,CA,200874.0,423.2,2.5,15.4,144.9,260.4,2237.2,547.1,1189.3,500.8,2012
Fort Collins Police Dept,CO,148792.0,262.8,1.3,29.6,26.9,205.0,2768.3,401.9,2271.0,95.4,2012
Fort Lauderdale Police Dept,FL,170827.0,903.3,9.4,28.1,488.8,377.0,5830.5,1727.5,3757.6,345.4,2012
Fort Wayne Police Dept,IN,256625.0,362.8,8.6,36.2,174.2,143.8,3707.7,789.1,2756.2,162.5,2012
City Of Fort Worth Police Dept,TX,770101.0,587.6,5.8,50.8,166.2,364.8,4222.0,1096.2,2811.1,314.8,2012
Fremont Police Dept,CA,218927.0,139.8,0.9,6.4,60.3,72.2,1945.4,537.2,1142.8,265.4,2012
Fresno Police Dept,CA,506011.0,543.1,10.1,10.7,200.6,321.7,5086.3,1166.4,3069.9,850.0,2012
Frisco Police Dept,TX,123205.0,79.5,0.0,6.5,19.5,53.6,2051.1,357.1,1650.1,43.8,2012
Fullerton Police Dept,CA,138455.0,326.5,0.0,22.4,98.9,205.1,2843.5,535.9,2074.3,233.3,2012
Gainesville Police Dept,FL,127036.0,669.9,4.7,58.3,134.6,472.3,4094.1,794.3,3111.7,188.1,2012
Garden Grove Police Dept,CA,175079.0,250.7,0.6,9.1,77.1,163.9,2294.4,434.7,1516.5,343.3,2012
Garland Police Dept,TX,234984.0,229.8,3.0,20.0,100.4,106.4,3691.7,943.9,2496.3,251.5,2012
Gilbert Police Dept,AZ,214264.0,95.7,2.3,8.9,27.5,56.9,1580.3,338.8,1164.9,76.5,2012
Glendale Police Dept,AZ,232997.0,491.4,5.2,23.2,177.3,285.8,6409.5,1221.9,4662.3,525.3,2012
Glendale Police Dept,CA,194902.0,119.5,0.0,3.1,55.4,61.1,1561.3,264.7,1138.0,158.5,2012
Grand Prairie Police Dept,TX,181782.0,274.5,0.6,27.5,88.0,158.4,2885.9,714.0,1824.2,347.7,2012
Grand Rapids Police Dept,MI,189953.0,771.2,8.4,24.2,243.2,495.4,3484.0,1009.2,2333.7,141.1,2012
Green Bay Police Dept,WI,106080.0,484.5,0.9,41.5,82.0,360.1,2807.3,621.2,2083.3,102.8,2012
Greensboro Police Dept,NC,276134.0,563.1,7.6,25.4,201.4,328.8,4368.9,1211.4,2952.6,205.0,2012
Gresham Police Dept,OR,108202.0,450.1,3.7,30.5,191.3,224.6,4489.8,818.8,2985.2,685.8,2012
Hampton Police Dept,VA,137905.0,227.7,6.5,11.6,105.9,103.7,3377.0,549.7,2637.3,190.0,2012
Hartford Police Dept,CT,125203.0,1321.9,18.4,21.6,511.2,770.7,4248.3,838.6,2769.1,640.6,2012
Hayward Police Dept,CA,147424.0,415.8,4.1,31.2,232.0,148.6,3250.5,752.3,1510.6,987.6,2012
Henderson Police Dept,NV,263469.0,168.9,1.5,23.2,65.3,78.9,2009.7,534.4,1285.2,190.2,2012
Hialeah Police Dept,FL,233107.0,347.5,1.7,17.2,111.5,217.1,3086.1,449.6,2320.4,316.2,2012
High Point Police Dept,NC,106801.0,520.6,4.7,17.8,173.2,324.9,4135.7,1112.3,2755.6,267.8,2012
Hollywood Police Dept,FL,145313.0,442.5,3.4,26.2,191.3,221.6,5307.9,1347.4,3506.2,454.2,2012
Honolulu Police Dept,HI,975875.0,,,,,,,,,,2012
Houston Police Dept,TX,2177273.0,992.5,10.0,30.5,431.0,521.0,4945.5,1223.1,3122.2,600.3,2012
Huntington Beach Police Dept,CA,194677.0,160.8,1.5,15.9,42.6,100.7,2809.8,409.4,2235.5,164.9,2012
Huntsville Police Dept,AL,183691.0,923.3,7.6,39.2,248.2,628.2,5041.6,1178.6,3476.5,386.5,2012
Independence Police Dept,MO,117433.0,457.3,4.3,36.6,108.1,308.3,6090.3,1067.0,4356.5,666.8,2012
Indianapolis Police Dept,IN,838650.0,1185.5,11.6,52.0,410.4,711.5,5592.1,1761.6,3282.1,548.4,2012
Inglewood Police Dept,CA,111488.0,699.6,12.6,24.2,334.6,328.3,2397.6,579.4,1245.9,572.3,2012
Irvine Police Department,CA,217528.0,50.6,0.9,3.7,13.3,32.6,1518.9,262.0,1194.8,62.1,2012
Irving Police Dept,TX,224007.0,226.3,1.3,12.1,60.3,152.7,2815.5,570.1,1993.7,251.8,2012
Jackson Police Dept,MS,175939.0,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7,2012
Jacksonville,FL,840660.0,617.3,11.1,40.6,163.1,402.5,4124.6,907.9,3021.8,195.0,2012
Jersey City Police Dept,NJ,251554.0,734.2,4.4,17.9,349.8,362.1,2178.1,566.9,1308.3,302.9,2012
Joliet,IL,148471.0,340.8,7.4,20.2,70.0,243.1,2583.0,642.5,1834.0,106.4,2012
Kansas City Police Dept,KS,147201.0,595.8,10.2,57.7,188.2,339.7,5120.9,1203.8,3096.4,820.6,2012
Kansas City Police Dept,MO,464073.0,1263.2,22.6,53.0,354.9,832.6,5525.4,1500.6,3251.2,773.6,2012
Kent Police Dept,WA,122102.0,444.7,1.6,55.7,158.9,228.5,4478.2,1014.7,2755.9,707.6,2012
Killeen Police Dept,TX,131965.0,644.9,9.1,62.1,178.8,394.8,3778.3,1135.1,2497.6,145.5,2012
Knoxville Police Dept,TN,182254.0,973.4,9.9,65.3,289.7,608.5,6676.9,1581.3,4594.1,501.5,2012
Lafayette Police Dept,LA,122852.0,634.1,9.0,9.0,164.4,451.8,5547.3,1082.6,4268.6,196.2,2012
Lakewood,CO,146404.0,461.7,1.4,64.2,101.1,295.1,4579.8,626.3,3538.2,415.3,2012
Lancaster,CA,159155.0,539.7,5.0,33.9,196.7,304.1,2197.9,655.3,1288.7,253.8,2012
Lansing City Police Dept,MI,114688.0,939.9,11.3,80.2,177.0,671.4,3290.7,1139.6,1920.9,230.2,2012
Laredo,TX,245558.0,421.9,3.3,33.0,74.5,311.1,4351.3,699.6,3496.5,155.2,2012
Las Vegas Metropolitan Police Department,NV,1479393.0,784.0,5.1,40.3,258.5,480.1,3138.2,961.2,1725.2,451.9,2012
Lewisville Police Dept,TX,100216.0,167.6,2.0,21.0,47.9,96.8,2585.4,490.9,1875.9,218.5,2012
Lexington-Fayette County Police Department,KY,302332.0,352.6,4.0,33.7,200.4,114.4,4431.9,944.0,3188.9,299.0,2012
Lincoln Police Dept,NE,264175.0,397.5,1.1,68.9,74.6,252.9,3850.1,611.7,3120.7,117.7,2012
Little Rock Police Dept,AR,196055.0,1315.4,23.0,69.9,411.6,811.0,8061.0,2164.7,5337.8,558.5,2012
Long Beach Police Dept,CA,469893.0,575.7,6.8,24.5,263.7,280.7,3007.3,808.5,1639.1,559.7,2012
Los Angeles Police Dept,CA,3855122.0,481.1,7.8,24.3,233.0,216.1,2269.1,425.1,1452.8,391.3,2012
Louisville Metro,KY,666200.0,598.8,9.3,27.5,209.2,352.7,4293.9,1051.9,2913.7,328.3,2012
Lowell Police Dept,MA,108539.0,539.0,0.0,34.1,160.3,344.6,2879.1,782.2,1825.2,271.8,2012
Lubbock Police Dept,TX,237241.0,827.0,4.6,43.8,137.0,641.5,5173.2,1306.3,3552.9,314.0,2012
Madison City Police Dept,WI,237508.0,377.7,1.3,48.0,101.5,226.9,3264.3,674.1,2483.3,106.9,2012
Manchester Police Dept,NH,110040.0,567.1,0.9,65.4,186.3,314.4,3496.9,771.5,2588.1,137.2,2012
Mcallen Police Dept,TX,135745.0,122.3,0.7,2.2,41.3,78.1,4025.9,370.5,3499.9,155.4,2012
Mckinney Police Dept,TX,138105.0,165.8,0.0,39.1,42.0,84.7,2017.3,356.3,1585.7,75.3,2012
Memphis Police Dept,TN,657436.0,1750.3,20.2,63.9,514.4,1151.7,6312.9,1912.7,3948.5,451.6,2012
Mesa Police Dept,AZ,451391.0,399.7,3.1,38.1,103.9,254.5,3132.5,593.9,2342.1,196.5,2012
Mesquite Police Dept,TX,144811.0,305.2,1.4,9.7,126.4,167.8,4340.1,1082.8,2782.9,474.4,2012
Miami Police Dept,FL,414327.0,1172.0,16.7,15.7,505.9,633.8,5375.2,1027.0,3693.9,654.3,2012
Midland Police Dept,TX,115637.0,344.2,3.5,18.2,45.0,277.6,2601.2,483.4,2000.2,117.6,2012
Milwaukee Police Dept,WI,599395.0,1294.5,15.2,38.4,505.0,735.9,5043.1,1164.0,3077.8,801.3,2012
Minneapolis Police Dept,MN,390240.0,992.2,10.0,103.3,440.5,438.4,4960.8,1225.4,3269.8,465.6,2012
Miramar Police Dept,FL,125998.0,426.2,1.6,24.6,129.4,270.6,2368.3,684.1,1508.8,175.4,2012
Mobile Police Dept,AL,251516.0,522.4,12.7,17.9,182.9,308.9,4812.0,1111.7,3480.9,219.5,2012
Modesto Police Dept,CA,204631.0,777.0,9.8,28.8,219.9,518.5,5510.4,1256.4,3374.9,879.1,2012
Montgomery Police Dept,AL,209018.0,395.7,21.1,19.6,219.6,135.4,5768.9,1631.0,3611.2,526.7,2012
Moreno Valley,CA,199673.0,353.6,2.5,12.5,165.8,172.8,3190.7,1010.7,1730.8,449.2,2012
Murfreesboro Police Dept,TN,112247.0,624.5,2.7,49.0,119.4,453.5,3568.9,822.3,2582.7,163.9,2012
City Of Murrieta Police Dept,CA,106839.0,65.5,0.9,7.5,19.7,37.4,1605.2,381.9,1101.7,121.7,2012
Naperville Police Dept,IL,142840.0,83.3,2.1,4.9,16.8,59.5,1431.0,178.5,1223.7,28.7,2012
Nashville-Davidson Metro Police Dept,TN,620886.0,1216.0,10.0,50.1,277.7,878.3,4195.9,923.8,3041.6,230.5,2012
New Haven Police Dept,CT,129934.0,1439.2,13.1,42.3,649.6,734.2,5014.9,1116.7,3348.6,549.5,2012
New Orleans Police Dept,LA,362874.0,815.2,53.2,37.5,293.5,431.0,3772.4,943.3,2218.7,610.4,2012
New York City Police Dept,NY,8289415.0,639.3,5.1,14.0,243.7,376.5,1722.2,224.8,1398.6,98.8,2012
Newark Police Dept,NJ,278906.0,1154.5,34.4,19.7,708.5,391.9,3656.8,768.7,1467.5,1420.6,2012
Newport News Police Dept,VA,181591.0,415.2,11.0,27.5,149.2,227.4,3151.0,566.7,2440.1,144.3,2012
Norfolk Police Dept,VA,245303.0,543.0,13.9,30.6,200.2,298.4,4643.6,921.7,3425.6,296.4,2012
Norman Police Dept,OK,113969.0,151.8,0.9,45.6,47.4,57.9,2676.2,551.9,1976.0,148.3,2012
North Charleston Police Dept,SC,100675.0,732.1,12.9,60.6,210.6,448.0,5718.4,848.3,4333.7,536.4,2012
North Las Vegas Police Dept,NV,221884.0,763.9,6.3,32.9,175.3,549.4,2494.1,701.7,1362.0,430.4,2012
Norwalk,CA,107295.0,403.6,10.3,12.1,159.4,221.8,2431.6,502.4,1432.5,496.8,2012
Oakland Police Dept,CA,399487.0,1993.3,31.8,67.8,1085.9,807.8,6594.0,1544.0,3303.7,1746.2,2012
Oceanside,CA,171141.0,425.4,4.7,28.0,102.3,290.4,2506.1,491.4,1754.7,260.0,2012
Odessa Police Dept,TX,103635.0,1064.3,4.8,41.5,136.1,881.9,3586.6,743.0,2475.0,368.6,2012
Oklahoma City Police Dept,OK,595607.0,919.1,14.3,65.3,203.0,636.5,5941.8,1654.4,3553.0,734.4,2012
Olathe Police Dept,KS,128560.0,148.6,0.0,29.6,18.7,100.3,1929.1,245.0,1546.4,137.7,2012
Omaha Police Dept,NE,417970.0,594.5,9.8,44.7,195.0,345.0,4588.4,792.2,3139.0,657.2,2012
Ontario Police Dept,CA,167933.0,318.0,1.8,21.4,158.4,136.4,3010.7,630.0,1797.7,583.0,2012
Orange Police Dept,CA,139692.0,96.6,2.9,5.7,38.7,49.4,2028.0,357.9,1463.2,206.9,2012
Orlando Police Dept,FL,246513.0,1017.4,9.7,41.8,244.6,721.3,6613.8,1532.6,4552.3,529.0,2012
City Of Overland Park Police Dept,KS,177085.0,160.9,1.1,22.6,23.7,113.5,2303.4,292.0,1828.5,183.0,2012
Oxnard Police Dept,CA,201797.0,298.8,4.5,4.0,150.6,139.7,2017.4,420.2,1326.6,270.6,2012
Palm Bay Police Dept,FL,104635.0,528.5,2.9,18.2,74.5,432.9,2348.2,687.2,1530.1,130.9,2012
Palmdale,CA,155294.0,522.9,3.9,23.8,144.2,350.9,2184.9,666.5,1331.7,186.7,2012
Pasadena Police Dept,CA,139382.0,310.7,3.6,15.1,123.4,168.6,2424.3,639.3,1605.7,179.4,2012
Pasadena Police Dept,TX,154562.0,402.4,5.2,33.6,95.1,268.5,3629.6,646.3,2644.2,339.0,2012
Paterson Police Dept,NJ,147148.0,1054.7,14.3,15.0,580.4,445.1,3153.3,1100.3,1436.6,616.4,2012
Pembroke Pines Police Dept,FL,159744.0,149.0,1.3,8.8,52.0,87.0,2653.0,529.6,1987.6,135.8,2012
Peoria Police Dept,AZ,158347.0,186.9,5.7,15.2,48.6,117.5,2951.1,586.7,2196.4,168.0,2012
Peoria Police Dept,IL,115288.0,797.1,8.7,21.7,281.0,485.7,4356.0,1231.7,2923.1,201.2,2012
Philadelphia Police Dept,PA,1538957.0,1160.1,21.5,57.2,518.8,562.6,3703.6,780.0,2507.7,415.9,2012
Phoenix Police Dept,AZ,1485509.0,636.7,8.3,37.4,236.7,354.3,4091.3,1205.8,2401.7,483.8,2012
Pittsburgh,PA,312112.0,752.0,13.1,15.1,363.3,360.4,3425.4,812.8,2438.2,174.3,2012
Plano Police Dept,TX,273816.0,130.7,0.4,20.1,40.2,70.1,2356.7,399.9,1841.7,115.0,2012
Pomona Police Dept,CA,151511.0,673.9,11.2,41.6,248.8,372.3,3336.4,594.7,2009.1,732.6,2012
Pompano Beach Police Dept,FL,103003.0,1029.1,4.9,35.9,406.8,581.5,5399.8,1245.6,3763.0,391.3,2012
City Of Port St Lucie Police Dept,FL,168416.0,234.5,2.4,27.9,32.7,171.6,1799.7,484.5,1261.2,54.0,2012
Portland Police Dept,OR,598037.0,517.2,3.3,38.6,158.9,316.4,5092.3,747.6,3745.3,599.5,2012
Providence Police Dept,RI,177882.0,636.9,9.6,47.2,203.5,376.7,4484.4,1084.4,2745.6,654.4,2012
Provo Police Dept,UT,116879.0,127.5,0.0,30.8,16.3,80.4,2109.0,257.5,1754.8,96.7,2012
Pueblo Police Dept,CO,109065.0,730.8,7.3,19.3,182.5,521.7,6445.7,1737.5,4256.2,452.0,2012
Raleigh Police Dept,NC,420594.0,423.2,4.0,26.9,158.1,234.2,3276.1,721.8,2332.9,221.4,2012
Rancho Cucamonga,CA,169276.0,189.6,2.4,9.5,66.2,111.7,2576.9,862.5,1433.8,280.6,2012
Reno Police Dept,NV,230486.0,517.2,3.0,14.3,141.9,357.9,3220.6,708.5,2129.8,382.2,2012
Rialto Police Dept,CA,101595.0,501.0,3.9,16.7,197.8,282.5,3514.9,883.9,1769.8,861.3,2012
Richardson Police Dept,TX,103266.0,165.6,1.9,26.1,77.5,60.0,2909.0,675.9,2106.2,126.9,2012
